session,participant,order,target,category,lname,nation,religion,caste,ig_caste,q1,q2,q3
E,152,20,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,7,100
E,152,21,13,4,Nadaf,Indian,Muslim,OBC,gm,0,4,100
E,152,22,10,3,Kamble,Indian,Hindu,SCST,gm,1,4,50
E,152,23,4,1,Kulkarni,Indian,Hindu,GM,gm,1,4,50
E,152,24,7,2,Sambrani,Indian,Hindu,OBC,gm,1,4,50
E,153,1,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,10
E,153,2,24,6,Mirza,Foreign,Muslim,N/A,obc,0,3,30
E,153,3,5,2,Kale,Indian,Hindu,OBC,obc,1,7,80
E,153,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,7,70
E,153,5,14,4,Mulla,Indian,Muslim,OBC,obc,1,2,20
E,153,6,15,4,Haq,Indian,Muslim,OBC,obc,1,2,20
E,153,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,3,30
E,153,8,2,1,Joshi,Indian,Hindu,GM,obc,1,7,70
E,153,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,5,50
E,153,10,1,1,Desai,Indian,Hindu,GM,obc,1,7,70
E,153,11,8,2,Pal,Indian,Hindu,OBC,obc,1,7,70
E,153,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,2,20
E,153,13,18,5,Thapa,Foreign,Hindu,N/A,obc,0,4,40
E,153,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,7,70
E,153,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,70
E,153,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,20
E,153,17,9,3,Madar,Indian,Hindu,SCST,obc,1,5,50
E,153,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,2,20
E,153,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,4,40
E,153,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,3,30
E,153,21,13,4,Nadaf,Indian,Muslim,OBC,obc,1,3,30
E,153,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,7,70
E,153,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,7,70
E,153,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,70
E,154,1,17,5,Gurung,Foreign,Hindu,N/A,gm,1,7,90
E,154,2,24,6,Mirza,Foreign,Muslim,N/A,gm,0,NA,30
E,154,3,5,2,Kale,Indian,Hindu,OBC,gm,1,NA,20
E,154,4,6,2,Waghmore,Indian,Hindu,OBC,gm,1,NA,20
E,154,5,14,4,Mulla,Indian,Muslim,OBC,gm,0,NA,20
E,154,6,15,4,Haq,Indian,Muslim,OBC,gm,0,NA,10
E,154,7,22,6,Mir,Foreign,Muslim,N/A,gm,0,2,20
E,154,8,2,1,Joshi,Indian,Hindu,GM,gm,1,3,30
E,154,9,19,5,Prasanna,Foreign,Hindu,N/A,gm,0,5,50
E,154,10,1,1,Desai,Indian,Hindu,GM,gm,1,7,70
E,154,11,8,2,Pal,Indian,Hindu,OBC,gm,1,7,80
E,154,12,23,6,Akhand,Foreign,Muslim,N/A,gm,0,2,20
E,154,13,18,5,Thapa,Foreign,Hindu,N/A,gm,1,4,40
E,154,14,3,1,Deshpande,Indian,Hindu,GM,gm,1,7,70
E,154,15,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,70
E,154,16,21,6,Sheikh,Foreign,Muslim,N/A,gm,0,7,70
E,154,17,9,3,Madar,Indian,Hindu,SCST,gm,1,1,20
E,154,18,16,4,Sheikh,Indian,Muslim,OBC,gm,0,5,50
E,154,19,11,3,Wadder,Indian,Hindu,SCST,gm,1,7,70
E,154,20,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,2,20
E,154,21,13,4,Nadaf,Indian,Muslim,OBC,gm,1,5,50
E,154,22,10,3,Kamble,Indian,Hindu,SCST,gm,1,6,70
E,154,23,4,1,Kulkarni,Indian,Hindu,GM,gm,1,5,50
E,154,24,7,2,Sambrani,Indian,Hindu,OBC,gm,1,6,60
E,155,1,17,5,Gurung,Foreign,Hindu,N/A,scst,1,4,60
E,155,2,24,6,Mirza,Foreign,Muslim,N/A,scst,0,2,10
E,155,3,5,2,Kale,Indian,Hindu,OBC,scst,1,6,80
E,155,4,6,2,Waghmore,Indian,Hindu,OBC,scst,1,5,70
E,155,5,14,4,Mulla,Indian,Muslim,OBC,scst,0,3,50
E,155,6,15,4,Haq,Indian,Muslim,OBC,scst,0,3,20
E,155,7,22,6,Mir,Foreign,Muslim,N/A,scst,0,1,10
E,155,8,2,1,Joshi,Indian,Hindu,GM,scst,1,5,90
E,155,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,4,70
E,155,10,1,1,Desai,Indian,Hindu,GM,scst,1,5,80
E,155,11,8,2,Pal,Indian,Hindu,OBC,scst,1,6,70
E,155,12,23,6,Akhand,Foreign,Muslim,N/A,scst,0,2,10
E,155,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,4,30
E,155,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,6,70
E,155,15,12,3,Harijan,Indian,Hindu,SCST,scst,1,5,80
E,155,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,3,30
E,155,17,9,3,Madar,Indian,Hindu,SCST,scst,1,2,10
E,155,18,16,4,Sheikh,Indian,Muslim,OBC,scst,0,5,30
E,155,19,11,3,Wadder,Indian,Hindu,SCST,scst,1,6,90
E,155,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,4,40
E,155,21,13,4,Nadaf,Indian,Muslim,OBC,scst,0,5,60
E,155,22,10,3,Kamble,Indian,Hindu,SCST,scst,1,4,70
E,155,23,4,1,Kulkarni,Indian,Hindu,GM,scst,1,6,70
E,155,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,90
E,156,1,17,5,Gurung,Foreign,Hindu,N/A,scst,1,NA,90
E,156,2,24,6,Mirza,Foreign,Muslim,N/A,scst,0,3,40
E,156,3,5,2,Kale,Indian,Hindu,OBC,scst,1,1,20
E,156,4,6,2,Waghmore,Indian,Hindu,OBC,scst,1,3,30
E,156,5,14,4,Mulla,Indian,Muslim,OBC,scst,0,5,50
E,156,6,15,4,Haq,Indian,Muslim,OBC,scst,0,4,40
E,156,7,22,6,Mir,Foreign,Muslim,N/A,scst,0,NA,80
E,156,8,2,1,Joshi,Indian,Hindu,GM,scst,1,3,70
E,156,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,4,40
E,156,10,1,1,Desai,Indian,Hindu,GM,scst,1,7,70
E,156,11,8,2,Pal,Indian,Hindu,OBC,scst,1,NA,80
E,156,12,23,6,Akhand,Foreign,Muslim,N/A,scst,0,NA,90
E,156,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,NA,90
E,156,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,NA,100
E,156,15,12,3,Harijan,Indian,Hindu,SCST,scst,1,NA,80
E,156,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,10
E,156,17,9,3,Madar,Indian,Hindu,SCST,scst,1,5,50
E,156,18,16,4,Sheikh,Indian,Muslim,OBC,scst,0,7,70
E,156,19,11,3,Wadder,Indian,Hindu,SCST,scst,1,NA,80
E,156,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,2,20
E,156,21,13,4,Nadaf,Indian,Muslim,OBC,scst,1,7,70
E,156,22,10,3,Kamble,Indian,Hindu,SCST,scst,1,NA,90
E,156,23,4,1,Kulkarni,Indian,Hindu,GM,scst,1,NA,80
E,156,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,70
E,157,1,17,5,Gurung,Foreign,Hindu,N/A,scst,1,7,90
E,157,2,24,6,Mirza,Foreign,Muslim,N/A,scst,0,7,90
E,157,3,5,2,Kale,Indian,Hindu,OBC,scst,1,6,80
E,157,4,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,100
E,157,5,14,4,Mulla,Indian,Muslim,OBC,scst,0,7,100
E,157,6,15,4,Haq,Indian,Muslim,OBC,scst,0,6,90
E,157,7,22,6,Mir,Foreign,Muslim,N/A,scst,0,6,90
E,157,8,2,1,Joshi,Indian,Hindu,GM,scst,1,6,80
E,157,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,7,100
E,157,10,1,1,Desai,Indian,Hindu,GM,scst,1,5,70
E,157,11,8,2,Pal,Indian,Hindu,OBC,scst,0,7,70
E,157,12,23,6,Akhand,Foreign,Muslim,N/A,scst,0,5,60
E,157,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,7,90
E,157,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,7,90
E,157,15,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
E,157,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,NA,NA
E,157,17,9,3,Madar,Indian,Hindu,SCST,scst,1,7,60
E,157,18,16,4,Sheikh,Indian,Muslim,OBC,scst,0,7,100
E,157,19,11,3,Wadder,Indian,Hindu,SCST,scst,1,5,60
E,157,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,7,100
E,157,21,13,4,Nadaf,Indian,Muslim,OBC,scst,0,7,90
E,157,22,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,100
E,157,23,4,1,Kulkarni,Indian,Hindu,GM,scst,1,7,100
E,157,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,100
E,158,1,17,5,Gurung,Foreign,Hindu,N/A,scst,1,7,80
E,158,2,24,6,Mirza,Foreign,Muslim,N/A,scst,0,6,NA
E,158,3,5,2,Kale,Indian,Hindu,OBC,scst,1,7,90
E,158,4,6,2,Waghmore,Indian,Hindu,OBC,scst,0,7,80
E,158,5,14,4,Mulla,Indian,Muslim,OBC,scst,0,6,70
E,158,6,15,4,Haq,Indian,Muslim,OBC,scst,0,6,70
E,158,7,22,6,Mir,Foreign,Muslim,N/A,scst,1,4,30
E,158,8,2,1,Joshi,Indian,Hindu,GM,scst,0,7,90
E,158,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,5,40
E,158,10,1,1,Desai,Indian,Hindu,GM,scst,1,6,30
E,158,11,8,2,Pal,Indian,Hindu,OBC,scst,0,7,40
E,158,12,23,6,Akhand,Foreign,Muslim,N/A,scst,1,5,30
E,158,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,5,40
E,158,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,7,90
E,158,15,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,100
E,158,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,4,30
E,158,17,9,3,Madar,Indian,Hindu,SCST,scst,1,5,30
E,158,18,16,4,Sheikh,Indian,Muslim,OBC,scst,1,NA,NA
E,158,19,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,100
E,158,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,0,6,40
E,158,21,13,4,Nadaf,Indian,Muslim,OBC,scst,1,5,30
E,158,22,10,3,Kamble,Indian,Hindu,SCST,scst,1,7,100
E,158,23,4,1,Kulkarni,Indian,Hindu,GM,scst,1,6,70
E,158,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,100
E,159,1,17,5,Gurung,Foreign,Hindu,N/A,obc,0,1,0
E,159,2,24,6,Mirza,Foreign,Muslim,N/A,obc,1,4,50
E,159,3,5,2,Kale,Indian,Hindu,OBC,obc,0,4,60
E,159,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,4,0
E,159,5,14,4,Mulla,Indian,Muslim,OBC,obc,0,7,0
E,159,6,15,4,Haq,Indian,Muslim,OBC,obc,0,4,0
E,159,7,22,6,Mir,Foreign,Muslim,N/A,obc,1,4,40
E,159,8,2,1,Joshi,Indian,Hindu,GM,obc,0,1,50
E,159,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,1,60
E,159,10,1,1,Desai,Indian,Hindu,GM,obc,1,7,100
E,159,11,8,2,Pal,Indian,Hindu,OBC,obc,1,1,50
E,159,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,7,100
E,159,13,18,5,Thapa,Foreign,Hindu,N/A,obc,1,4,50
E,159,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,4,50
E,159,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,30
E,159,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,7,0
E,159,17,9,3,Madar,Indian,Hindu,SCST,obc,1,7,100
E,159,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,NA,0
E,159,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,NA,0
E,159,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,NA,0
E,159,21,13,4,Nadaf,Indian,Muslim,OBC,obc,0,NA,0
E,159,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,50
E,159,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,4,50
E,159,24,7,2,Sambrani,Indian,Hindu,OBC,obc,0,4,60
E,160,1,17,5,Gurung,Foreign,Hindu,N/A,obc,1,3,50
E,160,2,24,6,Mirza,Foreign,Muslim,N/A,obc,1,4,60
E,160,3,5,2,Kale,Indian,Hindu,OBC,obc,1,7,80
E,160,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,NA,90
E,160,5,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,50
E,160,6,15,4,Haq,Indian,Muslim,OBC,obc,0,4,50
E,160,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,4,50
E,160,8,2,1,Joshi,Indian,Hindu,GM,obc,1,6,70
E,160,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,5,60
E,160,10,1,1,Desai,Indian,Hindu,GM,obc,1,7,70
E,160,11,8,2,Pal,Indian,Hindu,OBC,obc,0,4,40
E,160,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,4,40
E,160,13,18,5,Thapa,Foreign,Hindu,N/A,obc,1,7,80
E,160,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,4,50
E,160,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,3,40
E,160,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,4,50
E,160,17,9,3,Madar,Indian,Hindu,SCST,obc,1,4,50
E,160,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,2,30
E,160,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,4,50
E,160,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,2,40
E,160,21,13,4,Nadaf,Indian,Muslim,OBC,obc,0,4,50
E,160,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,6,70
E,160,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,7,80
E,160,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,5,70
E,161,1,17,5,Gurung,Foreign,Hindu,N/A,scst,NA,4,1
E,161,2,24,6,Mirza,Foreign,Muslim,N/A,scst,0,4,NA
E,161,3,5,2,Kale,Indian,Hindu,OBC,scst,0,4,NA
E,161,4,6,2,Waghmore,Indian,Hindu,OBC,scst,NA,4,1
E,161,5,14,4,Mulla,Indian,Muslim,OBC,scst,NA,7,1
E,161,6,15,4,Haq,Indian,Muslim,OBC,scst,NA,7,1
E,161,7,22,6,Mir,Foreign,Muslim,N/A,scst,0,1,NA
E,161,8,2,1,Joshi,Indian,Hindu,GM,scst,0,1,NA
E,161,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,0,4,NA
E,161,10,1,1,Desai,Indian,Hindu,GM,scst,0,4,NA
E,161,11,8,2,Pal,Indian,Hindu,OBC,scst,0,4,NA
E,161,12,23,6,Akhand,Foreign,Muslim,N/A,scst,0,4,NA
E,161,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,4,NA
E,161,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,4,NA
E,161,15,12,3,Harijan,Indian,Hindu,SCST,scst,NA,4,0
E,161,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,NA,1,0
E,161,17,9,3,Madar,Indian,Hindu,SCST,scst,1,1,NA
E,161,18,16,4,Sheikh,Indian,Muslim,OBC,scst,1,1,NA
E,161,19,11,3,Wadder,Indian,Hindu,SCST,scst,NA,7,0
E,161,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,7,0
E,161,21,13,4,Nadaf,Indian,Muslim,OBC,scst,1,7,NA
E,161,22,10,3,Kamble,Indian,Hindu,SCST,scst,NA,7,0
E,161,23,4,1,Kulkarni,Indian,Hindu,GM,scst,NA,1,0
E,161,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,1,NA
E,162,1,17,5,Gurung,Foreign,Hindu,N/A,gm,1,4,50
E,162,2,24,6,Mirza,Foreign,Muslim,N/A,gm,1,4,50
E,162,3,5,2,Kale,Indian,Hindu,OBC,gm,0,4,50
E,162,4,6,2,Waghmore,Indian,Hindu,OBC,gm,1,4,50
E,162,5,14,4,Mulla,Indian,Muslim,OBC,gm,1,4,75
E,162,6,15,4,Haq,Indian,Muslim,OBC,gm,0,4,80
E,162,7,22,6,Mir,Foreign,Muslim,N/A,gm,1,4,75
E,162,8,2,1,Joshi,Indian,Hindu,GM,gm,1,4,75
E,162,9,19,5,Prasanna,Foreign,Hindu,N/A,gm,1,4,50
E,162,10,1,1,Desai,Indian,Hindu,GM,gm,0,4,50
E,162,11,8,2,Pal,Indian,Hindu,OBC,gm,1,4,50
E,162,12,23,6,Akhand,Foreign,Muslim,N/A,gm,1,4,50
E,162,13,18,5,Thapa,Foreign,Hindu,N/A,gm,1,1,100
E,162,14,3,1,Deshpande,Indian,Hindu,GM,gm,1,1,100
E,162,15,12,3,Harijan,Indian,Hindu,SCST,gm,1,7,100
E,162,16,21,6,Sheikh,Foreign,Muslim,N/A,gm,1,7,70
E,162,17,9,3,Madar,Indian,Hindu,SCST,gm,1,7,50
E,162,18,16,4,Sheikh,Indian,Muslim,OBC,gm,1,4,80
E,162,19,11,3,Wadder,Indian,Hindu,SCST,gm,1,4,100
E,162,20,20,5,Dissanayake,Foreign,Hindu,N/A,gm,0,1,100
E,162,21,13,4,Nadaf,Indian,Muslim,OBC,gm,1,1,70
E,162,22,10,3,Kamble,Indian,Hindu,SCST,gm,0,4,70
E,162,23,4,1,Kulkarni,Indian,Hindu,GM,gm,0,4,50
E,162,24,7,2,Sambrani,Indian,Hindu,OBC,gm,0,7,70
E,163,1,17,5,Gurung,Foreign,Hindu,N/A,obc,1,4,50
E,163,2,24,6,Mirza,Foreign,Muslim,N/A,obc,1,7,60
E,163,3,5,2,Kale,Indian,Hindu,OBC,obc,1,4,50
E,163,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,4,50
E,163,5,14,4,Mulla,Indian,Muslim,OBC,obc,0,4,50
E,163,6,15,4,Haq,Indian,Muslim,OBC,obc,0,5,50
E,163,7,22,6,Mir,Foreign,Muslim,N/A,obc,1,4,50
E,163,8,2,1,Joshi,Indian,Hindu,GM,obc,1,4,50
E,163,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,5,50
E,163,10,1,1,Desai,Indian,Hindu,GM,obc,1,4,70
E,163,11,8,2,Pal,Indian,Hindu,OBC,obc,1,4,50
E,163,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,4,50
E,163,13,18,5,Thapa,Foreign,Hindu,N/A,obc,1,5,50
E,163,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,4,50
E,163,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,4,100
E,163,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,5,60
E,163,17,9,3,Madar,Indian,Hindu,SCST,obc,1,4,70
E,163,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,5,80
E,163,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,4,70
E,163,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,1,5,100
E,163,21,13,4,Nadaf,Indian,Muslim,OBC,obc,0,4,40
E,163,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,100
E,163,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,4,100
E,163,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,4,90
E,164,1,17,5,Gurung,Foreign,Hindu,N/A,obc,1,3,50
E,164,2,24,6,Mirza,Foreign,Muslim,N/A,obc,0,4,60
E,164,3,5,2,Kale,Indian,Hindu,OBC,obc,1,NA,NA
E,164,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,3,50
E,164,5,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,100
E,164,6,15,4,Haq,Indian,Muslim,OBC,obc,0,7,100
E,164,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,3,50
E,164,8,2,1,Joshi,Indian,Hindu,GM,obc,1,5,70
E,164,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,7,100
E,164,10,1,1,Desai,Indian,Hindu,GM,obc,1,3,50
E,164,11,8,2,Pal,Indian,Hindu,OBC,obc,0,4,70
E,164,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,5,80
E,164,13,18,5,Thapa,Foreign,Hindu,N/A,obc,1,7,70
E,164,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,1,30
E,164,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,3,70
E,164,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,7,0
E,164,17,9,3,Madar,Indian,Hindu,SCST,obc,1,3,100
E,164,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,7,70
E,164,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,3,50
E,164,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,80
E,164,21,13,4,Nadaf,Indian,Muslim,OBC,obc,1,3,70
E,164,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,90
E,164,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,3,70
E,164,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,100
E,165,1,17,5,Gurung,Foreign,Hindu,N/A,obc,1,1,80
E,165,2,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,80
E,165,3,5,2,Kale,Indian,Hindu,OBC,obc,1,7,0
E,165,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,1,90
E,165,5,14,4,Mulla,Indian,Muslim,OBC,obc,1,1,50
E,165,6,15,4,Haq,Indian,Muslim,OBC,obc,0,7,10
E,165,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,3,50
E,165,8,2,1,Joshi,Indian,Hindu,GM,obc,1,5,70
E,165,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,1,7,100
E,165,10,1,1,Desai,Indian,Hindu,GM,obc,1,3,50
E,165,11,8,2,Pal,Indian,Hindu,OBC,obc,0,4,70
E,165,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,5,80
E,165,13,18,5,Thapa,Foreign,Hindu,N/A,obc,1,7,70
E,165,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,1,30
E,165,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,3,70
E,165,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,7,0
E,165,17,9,3,Madar,Indian,Hindu,SCST,obc,1,NA,100
E,165,18,16,4,Sheikh,Indian,Muslim,OBC,obc,0,7,70
E,165,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,3,50
E,165,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,1,80
E,165,21,13,4,Nadaf,Indian,Muslim,OBC,obc,1,3,70
E,165,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,4,90
E,165,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,NA,70
E,165,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,100
E,166,1,17,5,Gurung,Foreign,Hindu,N/A,obc,0,NA,NA
E,166,2,24,6,Mirza,Foreign,Muslim,N/A,obc,0,1,0
E,166,3,5,2,Kale,Indian,Hindu,OBC,obc,1,7,100
E,166,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,7,100
E,166,5,14,4,Mulla,Indian,Muslim,OBC,obc,1,4,80
E,166,6,15,4,Haq,Indian,Muslim,OBC,obc,0,1,0
E,166,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,1,0
E,166,8,2,1,Joshi,Indian,Hindu,GM,obc,1,7,100
E,166,9,19,5,Prasanna,Foreign,Hindu,N/A,obc,0,7,100
E,166,10,1,1,Desai,Indian,Hindu,GM,obc,1,7,100
E,166,11,8,2,Pal,Indian,Hindu,OBC,obc,0,6,80
E,166,12,23,6,Akhand,Foreign,Muslim,N/A,obc,0,4,0
E,166,13,18,5,Thapa,Foreign,Hindu,N/A,obc,0,1,100
E,166,14,3,1,Deshpande,Indian,Hindu,GM,obc,1,7,100
E,166,15,12,3,Harijan,Indian,Hindu,SCST,obc,1,7,100
E,166,16,21,6,Sheikh,Foreign,Muslim,N/A,obc,0,1,0
E,166,17,9,3,Madar,Indian,Hindu,SCST,obc,1,7,100
E,166,18,16,4,Sheikh,Indian,Muslim,OBC,obc,1,4,70
E,166,19,11,3,Wadder,Indian,Hindu,SCST,obc,1,7,80
E,166,20,20,5,Dissanayake,Foreign,Hindu,N/A,obc,0,7,100
E,166,21,13,4,Nadaf,Indian,Muslim,OBC,obc,1,4,70
E,166,22,10,3,Kamble,Indian,Hindu,SCST,obc,1,7,100
E,166,23,4,1,Kulkarni,Indian,Hindu,GM,obc,1,7,100
E,166,24,7,2,Sambrani,Indian,Hindu,OBC,obc,1,7,100
E,168,1,17,5,Gurung,Foreign,Hindu,N/A,scst,0,7,0
E,168,2,24,6,Mirza,Foreign,Muslim,N/A,scst,1,4,0
E,168,3,5,2,Kale,Indian,Hindu,OBC,scst,0,1,100
E,168,4,6,2,Waghmore,Indian,Hindu,OBC,scst,1,7,0
E,168,5,14,4,Mulla,Indian,Muslim,OBC,scst,0,1,0
E,168,6,15,4,Haq,Indian,Muslim,OBC,scst,1,1,100
E,168,7,22,6,Mir,Foreign,Muslim,N/A,scst,0,7,100
E,168,8,2,1,Joshi,Indian,Hindu,GM,scst,1,7,80
E,168,9,19,5,Prasanna,Foreign,Hindu,N/A,scst,1,1,80
E,168,10,1,1,Desai,Indian,Hindu,GM,scst,1,1,0
E,168,11,8,2,Pal,Indian,Hindu,OBC,scst,1,7,80
E,168,12,23,6,Akhand,Foreign,Muslim,N/A,scst,0,1,100
E,168,13,18,5,Thapa,Foreign,Hindu,N/A,scst,1,7,100
E,168,14,3,1,Deshpande,Indian,Hindu,GM,scst,1,1,80
E,168,15,12,3,Harijan,Indian,Hindu,SCST,scst,1,7,70
E,168,16,21,6,Sheikh,Foreign,Muslim,N/A,scst,0,1,80
E,168,17,9,3,Madar,Indian,Hindu,SCST,scst,1,7,100
E,168,18,16,4,Sheikh,Indian,Muslim,OBC,scst,0,1,80
E,168,19,11,3,Wadder,Indian,Hindu,SCST,scst,1,7,80
E,168,20,20,5,Dissanayake,Foreign,Hindu,N/A,scst,1,7,90
E,168,21,13,4,Nadaf,Indian,Muslim,OBC,scst,0,1,80
E,168,22,10,3,Kamble,Indian,Hindu,SCST,scst,1,4,100
E,168,23,4,1,Kulkarni,Indian,Hindu,GM,scst,1,1,70
E,168,24,7,2,Sambrani,Indian,Hindu,OBC,scst,1,7,80
E,169,1,17,5,Gurung,Foreign,Hindu,N/A,obc,0,7,0
E,169,2,24,6,Mirza,Foreign,Muslim,N/A,obc,0,4,0
E,169,3,5,2,Kale,Indian,Hindu,OBC,obc,0,1,100
E,169,4,6,2,Waghmore,Indian,Hindu,OBC,obc,1,4,0
E,169,5,14,4,Mulla,Indian,Muslim,OBC,obc,0,1,0
E,169,6,15,4,Haq,Indian,Muslim,OBC,obc,1,1,100
E,169,7,22,6,Mir,Foreign,Muslim,N/A,obc,0,7,100
